YearStart,YearEnd,LocationAbbr,Topic,Question,DataValue,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1
2011,2011,FL,Disability,Disability among adults aged >= 65 years,39.1,,37.1,41.1,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,RI,Disability,Disability among adults aged >= 65 years,38.3,,27.3,49.3,Race/Ethnicity,Hispanic
2011,2011,ND,Disability,Disability among adults aged >= 65 years,34.7,,32.6,36.8,Race/Ethnicity,"White, non-Hispanic"
2014,2014,WA,Disability,Disability among adults aged >= 65 years,54.2,,46.1,62.3,Race/Ethnicity,American Indian or Alaska Native
2016,2016,IL,Disability,Disability among adults aged >= 65 years,33.8,,33.4,34.2,Overall,Overall
2016,2016,IA,Disability,Disability among adults aged >= 65 years,44.9,,31.4,58.4,Race/Ethnicity,Hispanic
2019,2019,IL,Disability,Disability among adults aged >= 65 years,31.1,,30.5,31.7,Race/Ethnicity,"White, non-Hispanic"
2015,2015,MA,Disability,Disability among adults aged >= 65 years,32.2,,28.0,36.4,Race/Ethnicity,"Asian, non-Hispanic"
2013,2013,GA,Disability,Disability among adults aged >= 65 years,31.4,,25.5,37.3,Race/Ethnicity,"Asian, non-Hispanic"
2012,2012,KS,Disability,Disability among adults aged >= 65 years,37.3,,30.0,44.6,Race/Ethnicity,Hispanic
2018,2018,MA,Disability,Disability among adults aged >= 65 years,32.4,,31.5,33.4,Gender,Female
2012,2012,US,Disability,Disability among adults aged >= 65 years,40.5,,40.1,40.9,Race/Ethnicity,Hispanic
2015,2015,FL,Disability,Disability among adults aged >= 65 years,33.5,,33.1,33.9,Overall,Overall
2011,2011,TX,Disability,Disability among adults aged >= 65 years,39.0,,38.3,39.7,Gender,Male
2015,2015,FL,Disability,Disability among adults aged >= 65 years,39.0,,37.7,40.3,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,LA,Disability,Disability among adults aged >= 65 years,43.7,,41.8,45.6,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,FL,Disability,Disability among adults aged >= 65 years,32.8,,32.4,33.2,Overall,Overall
2011,2011,TN,Disability,Disability among adults aged >= 65 years,38.2,,36.9,39.4,Gender,Male
2013,2013,FL,Disability,Disability among adults aged >= 65 years,33.6,,33.1,34.1,Race/Ethnicity,"White, non-Hispanic"
2016,2016,LA,Disability,Disability among adults aged >= 65 years,33.3,,25.2,41.4,Race/Ethnicity,Hispanic
2012,2012,MN,Disability,Disability among adults aged >= 65 years,31.3,,30.3,32.2,Gender,Female
2013,2013,WI,Disability,Disability among adults aged >= 65 years,33.0,,32.1,33.9,Gender,Male
2019,2019,TN,Disability,Disability among adults aged >= 65 years,37.5,,36.0,39.0,Gender,Female
2010,2010,MN,Disability,Disability among adults aged >= 65 years,43.0,,31.7,54.2,Race/Ethnicity,Hispanic
2014,2014,AR,Disability,Disability among adults aged >= 65 years,37.0,,24.3,49.8,Race/Ethnicity,Hispanic
2010,2010,PA,Disability,Disability among adults aged >= 65 years,34.2,,33.5,35.0,Gender,Male
2016,2016,TX,Disability,Disability among adults aged >= 65 years,28.3,,25.9,30.7,Race/Ethnicity,"Asian, non-Hispanic"
2010,2010,CA,Disability,Disability among adults aged >= 65 years,38.9,,38.3,39.4,Gender,Female
2018,2018,OK,Disability,Disability among adults aged >= 65 years,40.1,,39.0,41.2,Gender,Female
2014,2014,US,Disability,Disability among adults aged >= 65 years,39.9,,35.4,44.4,Race/Ethnicity,"Asian, non-Hispanic"
2013,2013,FL,Disability,Disability among adults aged >= 65 years,33.8,,33.2,34.3,Gender,Male
2010,2010,UT,Disability,Disability among adults aged >= 65 years,31.9,,30.0,33.8,Gender,Male
2015,2015,SC,Disability,Disability among adults aged >= 65 years,35.5,,34.6,36.4,Race/Ethnicity,"White, non-Hispanic"
2016,2016,NH,Disability,Disability among adults aged >= 65 years,30.5,,29.1,31.9,Race/Ethnicity,"White, non-Hispanic"
2016,2016,AK,Disability,Disability among adults aged >= 65 years,39.6,,36.6,42.6,Overall,Overall
2018,2018,ME,Disability,Disability among adults aged >= 65 years,33.4,,31.7,35.2,Gender,Female
2012,2012,AL,Disability,Disability among adults aged >= 65 years,42.7,,41.8,43.6,Overall,Overall
2016,2016,KS,Disability,Disability among adults aged >= 65 years,37.0,,29.2,44.8,Race/Ethnicity,Hispanic
2010,2010,PR,Disability,Disability among adults aged >= 65 years,47.9,,46.4,49.4,Gender,Male
2014,2014,NC,Disability,Disability among adults aged >= 65 years,34.7,,28.8,40.6,Race/Ethnicity,Hispanic
2014,2014,VT,Disability,Disability among adults aged >= 65 years,35.0,,32.1,38.0,Gender,Male
2019,2019,MA,Disability,Disability among adults aged >= 65 years,46.1,,42.2,50.0,Race/Ethnicity,Hispanic
2011,2011,NC,Disability,Disability among adults aged >= 65 years,36.3,,35.2,37.4,Gender,Male
2011,2011,HI,Disability,Disability among adults aged >= 65 years,31.4,,28.3,34.5,Race/Ethnicity,"White, non-Hispanic"
2010,2010,NE,Disability,Disability among adults aged >= 65 years,37.7,,35.6,39.7,Gender,Male
2019,2019,CT,Disability,Disability among adults aged >= 65 years,28.7,,27.6,29.7,Race/Ethnicity,"White, non-Hispanic"
2010,2010,WY,Disability,Disability among adults aged >= 65 years,38.8,,34.6,43.1,Gender,Male
2011,2011,AL,Disability,Disability among adults aged >= 65 years,41.2,,40.2,42.2,Race/Ethnicity,"White, non-Hispanic"
2013,2013,AZ,Disability,Disability among adults aged >= 65 years,34.6,,33.8,35.4,Overall,Overall
2018,2018,UT,Disability,Disability among adults aged >= 65 years,29.6,,24.2,35.1,Race/Ethnicity,Hispanic
2013,2013,ME,Disability,Disability among adults aged >= 65 years,35.2,,33.3,37.1,Gender,Female
2013,2013,AZ,Disability,Disability among adults aged >= 65 years,59.3,,55.0,63.6,Race/Ethnicity,American Indian or Alaska Native
2012,2012,WY,Disability,Disability among adults aged >= 65 years,37.0,,34.6,39.4,Race/Ethnicity,"White, non-Hispanic"
2016,2016,NM,Disability,Disability among adults aged >= 65 years,46.8,,44.4,49.1,Race/Ethnicity,Hispanic
2017,2017,FL,Disability,Disability among adults aged >= 65 years,26.3,,24.0,28.6,Race/Ethnicity,"Asian, non-Hispanic"
2014,2014,NE,Disability,Disability among adults aged >= 65 years,38.4,,36.8,40.1,Gender,Male
2010,2010,NM,Disability,Disability among adults aged >= 65 years,40.5,,38.6,42.4,Gender,Male
2015,2015,DC,Disability,Disability among adults aged >= 65 years,30.9,,27.3,34.5,Gender,Male
2014,2014,IA,Disability,Disability among adults aged >= 65 years,33.2,,32.1,34.2,Gender,Male
2015,2015,CT,Disability,Disability among adults aged >= 65 years,30.2,,29.3,31.1,Race/Ethnicity,"White, non-Hispanic"
2018,2018,IN,Disability,Disability among adults aged >= 65 years,36.1,,35.1,37.1,Gender,Male
2011,2011,OH,Disability,Disability among adults aged >= 65 years,34.2,,33.5,35.0,Gender,Male
2014,2014,GA,Disability,Disability among adults aged >= 65 years,38.8,,37.9,39.6,Gender,Female
2012,2012,ID,Disability,Disability among adults aged >= 65 years,33.1,,22.6,43.6,Race/Ethnicity,Hispanic
2011,2011,SD,Disability,Disability among adults aged >= 65 years,44.4,,34.2,54.6,Race/Ethnicity,American Indian or Alaska Native
2010,2010,CA,Disability,Disability among adults aged >= 65 years,42.3,,40.8,43.8,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,MO,Disability,Disability among adults aged >= 65 years,35.7,,34.8,36.6,Gender,Female
2010,2010,NV,Disability,Disability among adults aged >= 65 years,34.9,,33.1,36.7,Gender,Male
2012,2012,WI,Disability,Disability among adults aged >= 65 years,45.8,,41.8,49.8,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,IN,Disability,Disability among adults aged >= 65 years,45.2,,41.8,48.6,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,KY,Disability,Disability among adults aged >= 65 years,40.6,,39.5,41.8,Gender,Male
2016,2016,MT,Disability,Disability among adults aged >= 65 years,34.0,,32.5,35.5,Race/Ethnicity,"White, non-Hispanic"
2018,2018,ID,Disability,Disability among adults aged >= 65 years,33.0,,31.3,34.8,Gender,Female
2017,2017,KY,Disability,Disability among adults aged >= 65 years,40.5,,39.6,41.4,Overall,Overall
2012,2012,TN,Disability,Disability among adults aged >= 65 years,39.2,,38.4,40.0,Race/Ethnicity,"White, non-Hispanic"
2016,2016,MN,Disability,Disability among adults aged >= 65 years,30.3,,29.4,31.2,Gender,Female
2014,2014,AK,Disability,Disability among adults aged >= 65 years,39.1,,35.2,43.0,Gender,Female
2017,2017,ME,Disability,Disability among adults aged >= 65 years,33.2,,31.4,35.0,Gender,Female
2013,2013,OR,Disability,Disability among adults aged >= 65 years,39.2,,37.9,40.6,Gender,Male
2012,2012,NV,Disability,Disability among adults aged >= 65 years,35.8,,34.5,37.1,Overall,Overall
2016,2016,DC,Disability,Disability among adults aged >= 65 years,38.5,,24.9,52.1,Race/Ethnicity,Hispanic
2013,2013,NE,Disability,Disability among adults aged >= 65 years,44.1,,35.1,53.1,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,MO,Disability,Disability among adults aged >= 65 years,41.0,,31.9,50.1,Race/Ethnicity,Hispanic
2019,2019,IA,Disability,Disability among adults aged >= 65 years,29.4,,20.3,38.6,Race/Ethnicity,Hispanic
2012,2012,NY,Disability,Disability among adults aged >= 65 years,32.5,,32.0,33.0,Race/Ethnicity,"White, non-Hispanic"
2015,2015,VA,Disability,Disability among adults aged >= 65 years,31.2,,26.5,36.0,Race/Ethnicity,Hispanic
2010,2010,NM,Disability,Disability among adults aged >= 65 years,52.1,,45.6,58.6,Race/Ethnicity,American Indian or Alaska Native
2014,2014,NM,Disability,Disability among adults aged >= 65 years,41.5,,39.7,43.3,Gender,Male
2014,2014,OH,Disability,Disability among adults aged >= 65 years,34.4,,33.7,35.0,Gender,Male
2018,2018,MO,Disability,Disability among adults aged >= 65 years,36.4,,35.7,37.1,Overall,Overall
2012,2012,NE,Disability,Disability among adults aged >= 65 years,26.2,,17.2,35.1,Race/Ethnicity,Hispanic
2016,2016,SC,Disability,Disability among adults aged >= 65 years,41.7,,39.6,43.8,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,CT,Disability,Disability among adults aged >= 65 years,41.2,,36.2,46.2,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,LA,Disability,Disability among adults aged >= 65 years,43.4,,37.0,49.8,Race/Ethnicity,Hispanic
2016,2016,WV,Disability,Disability among adults aged >= 65 years,42.9,,41.7,44.1,Overall,Overall
2018,2018,WA,Disability,Disability among adults aged >= 65 years,34.0,,33.4,34.6,Overall,Overall
2013,2013,TX,Disability,Disability among adults aged >= 65 years,46.8,,45.7,48.0,Race/Ethnicity,Hispanic
2010,2010,KS,Disability,Disability among adults aged >= 65 years,37.9,,36.5,39.3,Gender,Male
2016,2016,MD,Disability,Disability among adults aged >= 65 years,33.6,,32.0,35.2,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,IN,Disability,Disability among adults aged >= 65 years,38.3,,37.5,39.1,Gender,Female
2012,2012,AR,Disability,Disability among adults aged >= 65 years,41.3,,39.8,42.8,Gender,Female
2015,2015,SD,Disability,Disability among adults aged >= 65 years,32.3,,30.7,33.9,Race/Ethnicity,"White, non-Hispanic"
2014,2014,MS,Disability,Disability among adults aged >= 65 years,45.4,,43.5,47.2,Gender,Male
2017,2017,IL,Disability,Disability among adults aged >= 65 years,29.8,,27.1,32.5,Race/Ethnicity,"Asian, non-Hispanic"
2011,2011,NE,Disability,Disability among adults aged >= 65 years,38.7,,23.1,54.3,Race/Ethnicity,Hispanic
2014,2014,US,Disability,Disability among adults aged >= 65 years,30.9,,30.3,31.5,Race/Ethnicity,American Indian or Alaska Native
2014,2014,IL,Disability,Disability among adults aged >= 65 years,33.5,,32.9,34.2,Gender,Male
2013,2013,MD,Disability,Disability among adults aged >= 65 years,34.3,,32.7,35.9,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,UT,Disability,Disability among adults aged >= 65 years,34.0,,32.5,35.5,Race/Ethnicity,"White, non-Hispanic"
2013,2013,LA,Disability,Disability among adults aged >= 65 years,25.5,,15.5,35.5,Race/Ethnicity,"Asian, non-Hispanic"
2011,2011,CT,Disability,Disability among adults aged >= 65 years,32.1,,31.0,33.2,Race/Ethnicity,"White, non-Hispanic"
2012,2012,HI,Disability,Disability among adults aged >= 65 years,41.9,,33.5,50.4,Race/Ethnicity,Hispanic
2012,2012,OR,Disability,Disability among adults aged >= 65 years,54.0,,44.7,63.3,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,KS,Disability,Disability among adults aged >= 65 years,21.2,,13.2,29.2,Race/Ethnicity,"Asian, non-Hispanic"
2017,2017,ID,Disability,Disability among adults aged >= 65 years,31.9,,29.9,34.0,Gender,Female
2015,2015,AR,Disability,Disability among adults aged >= 65 years,41.7,,40.6,42.8,Race/Ethnicity,"White, non-Hispanic"
2017,2017,HI,Disability,Disability among adults aged >= 65 years,35.3,,33.6,37.0,Race/Ethnicity,"Asian, non-Hispanic"
2015,2015,MA,Disability,Disability among adults aged >= 65 years,31.9,,31.3,32.5,Race/Ethnicity,"White, non-Hispanic"
2015,2015,OK,Disability,Disability among adults aged >= 65 years,40.3,,39.5,41.1,Race/Ethnicity,"White, non-Hispanic"
2016,2016,NV,Disability,Disability among adults aged >= 65 years,37.8,,32.8,42.8,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,VA,Disability,Disability among adults aged >= 65 years,34.1,,33.4,34.8,Overall,Overall
2011,2011,MD,Disability,Disability among adults aged >= 65 years,28.9,,23.8,34.0,Race/Ethnicity,"Asian, non-Hispanic"
2010,2010,AL,Disability,Disability among adults aged >= 65 years,42.2,,40.9,43.5,Gender,Male
2011,2011,WA,Disability,Disability among adults aged >= 65 years,36.7,,35.9,37.5,Race/Ethnicity,"White, non-Hispanic"
2015,2015,IN,Disability,Disability among adults aged >= 65 years,37.4,,36.6,38.2,Race/Ethnicity,"White, non-Hispanic"
2017,2017,LA,Disability,Disability among adults aged >= 65 years,38.6,,37.6,39.6,Overall,Overall
2011,2011,NH,Disability,Disability among adults aged >= 65 years,34.3,,32.4,36.2,Overall,Overall
2010,2010,OR,Disability,Disability among adults aged >= 65 years,31.6,,24.3,38.9,Race/Ethnicity,"Asian, non-Hispanic"
2012,2012,VA,Disability,Disability among adults aged >= 65 years,32.9,,32.1,33.7,Race/Ethnicity,"White, non-Hispanic"
2019,2019,MD,Disability,Disability among adults aged >= 65 years,27.9,,26.5,29.4,Gender,Male
2013,2013,OH,Disability,Disability among adults aged >= 65 years,26.2,,21.4,31.0,Race/Ethnicity,"Asian, non-Hispanic"
2011,2011,DC,Disability,Disability among adults aged >= 65 years,30.4,,25.2,35.6,Gender,Male
2010,2010,IA,Disability,Disability among adults aged >= 65 years,32.7,,31.6,33.9,Gender,Male
2012,2012,SC,Disability,Disability among adults aged >= 65 years,44.5,,42.6,46.4,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,IN,Disability,Disability among adults aged >= 65 years,37.6,,36.7,38.5,Race/Ethnicity,"White, non-Hispanic"
2013,2013,KS,Disability,Disability among adults aged >= 65 years,42.7,,38.2,47.2,Race/Ethnicity,"Black, non-Hispanic"
2010,2010,LA,Disability,Disability among adults aged >= 65 years,44.7,,43.4,45.9,Gender,Female
2018,2018,WV,Disability,Disability among adults aged >= 65 years,47.8,,23.8,71.9,Race/Ethnicity,Hispanic
2010,2010,US,Disability,Disability among adults aged >= 65 years,51.0,,49.1,52.9,Race/Ethnicity,American Indian or Alaska Native
2010,2010,IL,Disability,Disability among adults aged >= 65 years,32.8,,32.1,33.6,Gender,Male
2018,2018,WI,Disability,Disability among adults aged >= 65 years,40.3,,33.7,46.8,Race/Ethnicity,Hispanic
2016,2016,WI,Disability,Disability among adults aged >= 65 years,41.4,,36.7,46.1,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,SD,Disability,Disability among adults aged >= 65 years,44.1,,36.2,52.0,Race/Ethnicity,American Indian or Alaska Native
2011,2011,NM,Disability,Disability among adults aged >= 65 years,35.7,,33.6,37.8,Race/Ethnicity,"White, non-Hispanic"
2019,2019,KS,Disability,Disability among adults aged >= 65 years,29.5,,24.4,34.7,Race/Ethnicity,Hispanic
2015,2015,AZ,Disability,Disability among adults aged >= 65 years,40.9,,38.8,43.0,Race/Ethnicity,Hispanic
2012,2012,IA,Disability,Disability among adults aged >= 65 years,35.5,,22.3,48.8,Race/Ethnicity,Hispanic
2014,2014,NV,Disability,Disability among adults aged >= 65 years,35.7,,34.3,37.2,Gender,Male
2016,2016,NY,Disability,Disability among adults aged >= 65 years,31.3,,30.9,31.7,Race/Ethnicity,"White, non-Hispanic"
2017,2017,OH,Disability,Disability among adults aged >= 65 years,26.5,,20.4,32.6,Race/Ethnicity,"Asian, non-Hispanic"
2011,2011,FL,Disability,Disability among adults aged >= 65 years,34.5,,34.0,35.0,Overall,Overall
2016,2016,VA,Disability,Disability among adults aged >= 65 years,28.8,,25.6,32.0,Race/Ethnicity,"Asian, non-Hispanic"
2013,2013,HI,Disability,Disability among adults aged >= 65 years,36.6,,35.0,38.2,Race/Ethnicity,"Asian, non-Hispanic"
2013,2013,DC,Disability,Disability among adults aged >= 65 years,33.4,,31.1,35.7,Overall,Overall
2010,2010,CO,Disability,Disability among adults aged >= 65 years,37.5,,30.4,44.6,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,CO,Disability,Disability among adults aged >= 65 years,32.7,,31.9,33.5,Overall,Overall
2014,2014,OK,Disability,Disability among adults aged >= 65 years,48.3,,45.6,51.0,Race/Ethnicity,American Indian or Alaska Native
2012,2012,ND,Disability,Disability among adults aged >= 65 years,32.6,,31.0,34.2,Overall,Overall
2010,2010,AZ,Disability,Disability among adults aged >= 65 years,31.7,,30.7,32.7,Gender,Male
2010,2010,OK,Disability,Disability among adults aged >= 65 years,52.6,,48.1,57.1,Race/Ethnicity,American Indian or Alaska Native
2017,2017,WI,Disability,Disability among adults aged >= 65 years,31.7,,30.8,32.7,Gender,Male
2018,2018,SC,Disability,Disability among adults aged >= 65 years,36.4,,27.6,45.2,Race/Ethnicity,Hispanic
2013,2013,VT,Disability,Disability among adults aged >= 65 years,33.8,,31.4,36.2,Gender,Female
2011,2011,MT,Disability,Disability among adults aged >= 65 years,37.4,,35.7,39.1,Overall,Overall
2014,2014,AL,Disability,Disability among adults aged >= 65 years,41.3,,40.2,42.5,Gender,Male
2018,2018,NM,Disability,Disability among adults aged >= 65 years,39.5,,38.1,40.9,Gender,Female
2014,2014,PA,Disability,Disability among adults aged >= 65 years,33.7,,33.1,34.3,Gender,Male
2014,2014,NM,Disability,Disability among adults aged >= 65 years,52.8,,48.1,57.5,Race/Ethnicity,American Indian or Alaska Native
2013,2013,KY,Disability,Disability among adults aged >= 65 years,42.0,,41.2,42.8,Overall,Overall
2014,2014,OR,Disability,Disability among adults aged >= 65 years,33.5,,27.7,39.3,Race/Ethnicity,"Asian, non-Hispanic"
2013,2013,CA,Disability,Disability among adults aged >= 65 years,34.8,,33.7,35.9,Race/Ethnicity,"Asian, non-Hispanic"
2015,2015,MI,Disability,Disability among adults aged >= 65 years,35.4,,35.0,35.8,Overall,Overall
2010,2010,SC,Disability,Disability among adults aged >= 65 years,36.6,,35.7,37.5,Race/Ethnicity,"White, non-Hispanic"
2015,2015,AZ,Disability,Disability among adults aged >= 65 years,35.2,,34.1,36.2,Gender,Male
2013,2013,WV,Disability,Disability among adults aged >= 65 years,44.4,,42.6,46.2,Gender,Female
