YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3,OriginalDataValue
2016,2016,NV,Nevada,CDC Breastfeeding Report Card,"Nutrition, Physical Activity, and Weight Status",State child care regulation supports onsite breastfeeding,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,NPAW,NPAW19_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,OH,Ohio,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving vegetables in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,NPAW,NPAW9_2,YESNO,OVERALL,OVR,,,,,No
2015,2015,WY,Wyoming,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving vegetables in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-108.10983035299967 43.23554134300048),,56,NPAW,NPAW9_2,YESNO,OVERALL,OVR,,,,,No
2018,2018,IN,Indiana,CDC Children's Food Environment State Indicator Report,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to avoiding sugar in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW22_0,YESNO,OVERALL,OVR,,,,,No
2010,2010,VA,Virginia,CDC Breastfeeding Report Card,"Nutrition, Physical Activity, and Weight Status",State child care regulation supports onsite breastfeeding,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-78.45789046299967 37.54268067400045),,51,NPAW,NPAW19_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,NJ,New Jersey,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving fruit in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),,34,NPAW,NPAW9_1,YESNO,OVERALL,OVR,,,,,No
2018,2018,NJ,New Jersey,CDC Children's Food Environment State Indicator Report,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to avoiding sugar in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),,34,NPAW,NPAW22_0,YESNO,OVERALL,OVR,,,,,No
2008,2008,NE,Nebraska,CDC Children's Food Environment State Indicator Report,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to avoiding sugar in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-99.36572062299967 41.6410409880005),,31,NPAW,NPAW22_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,WI,Wisconsin,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving fruit in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-89.81637074199966 44.39319117400049),,55,NPAW,NPAW9_1,YESNO,OVERALL,OVR,,,,,No
2015,2015,KY,Kentucky,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving vegetables in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,NPAW,NPAW9_2,YESNO,OVERALL,OVR,,,,,No
2008,2008,LA,Louisiana,CDC Children's Food Environment State Indicator Report,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to avoiding sugar in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,NPAW,NPAW22_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,RI,Rhode Island,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving fruit in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,NPAW,NPAW9_1,YESNO,OVERALL,OVR,,,,,No
2015,2015,VA,Virginia,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving vegetables in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-78.45789046299967 37.54268067400045),,51,NPAW,NPAW9_2,YESNO,OVERALL,OVR,,,,,No
2013,2013,NE,Nebraska,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving fruit in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-99.36572062299967 41.6410409880005),,31,NPAW,NPAW9_1,YESNO,OVERALL,OVR,,,,,No
2018,2018,KY,Kentucky,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving fruit in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,NPAW,NPAW9_1,YESNO,OVERALL,OVR,,,,,No
2013,2013,SD,South Dakota,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving fruit in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW9_1,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,DE,Delaware,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving vegetables in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,NPAW,NPAW9_2,YESNO,OVERALL,OVR,,,,,No
2016,2016,KY,Kentucky,CDC Breastfeeding Report Card,"Nutrition, Physical Activity, and Weight Status",State child care regulation supports onsite breastfeeding,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,NPAW,NPAW19_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,MI,Michigan,CDC Breastfeeding Report Card,"Nutrition, Physical Activity, and Weight Status",State child care regulation supports onsite breastfeeding,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),,26,NPAW,NPAW19_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,OR,Oregon,CDC Children's Food Environment State Indicator Report,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to avoiding sugar in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,NPAW,NPAW22_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,PA,Pennsylvania,CDC Breastfeeding Report Card,"Nutrition, Physical Activity, and Weight Status",State child care regulation supports onsite breastfeeding,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,NPAW,NPAW19_0,YESNO,OVERALL,OVR,,,,,No
2008,2008,UT,Utah,CDC Children's Food Environment State Indicator Report,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to avoiding sugar in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-111.58713063499971 39.360700171000474),,49,NPAW,NPAW22_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,LA,Louisiana,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving fruit in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,NPAW,NPAW9_1,YESNO,OVERALL,OVR,,,,,No
2018,2018,IA,Iowa,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving fruit in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-93.81649055599968 42.46940091300047),,19,NPAW,NPAW9_1,YESNO,OVERALL,OVR,,,,,No
2010,2010,IL,Illinois,CDC Breastfeeding Report Card,"Nutrition, Physical Activity, and Weight Status",State child care regulation supports onsite breastfeeding,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),,17,NPAW,NPAW19_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,DE,Delaware,CDC Children's Food Environment State Indicator Report,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to avoiding sugar in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,NPAW,NPAW22_0,YESNO,OVERALL,OVR,,,,,No
2010,2010,MD,Maryland,CDC Breastfeeding Report Card,"Nutrition, Physical Activity, and Weight Status",State child care regulation supports onsite breastfeeding,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,NPAW,NPAW19_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,MO,Missouri,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving vegetables in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.56630005299968 38.635790776000476),,29,NPAW,NPAW9_2,YESNO,OVERALL,OVR,,,,,No
2016,2016,WA,Washington,CDC Breastfeeding Report Card,"Nutrition, Physical Activity, and Weight Status",State child care regulation supports onsite breastfeeding,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-120.47001078999972 47.52227862900048),,53,NPAW,NPAW19_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,MA,Massachusetts,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving vegetables in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),,25,NPAW,NPAW9_2,YESNO,OVERALL,OVR,,,,,No
2008,2008,CT,Connecticut,CDC Children's Food Environment State Indicator Report,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to avoiding sugar in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,9,NPAW,NPAW22_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,SC,South Carolina,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving vegetables in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-81.04537120699968 33.998821303000454),,45,NPAW,NPAW9_2,YESNO,OVERALL,OVR,,,,,No
2010,2010,OK,Oklahoma,CDC Breastfeeding Report Card,"Nutrition, Physical Activity, and Weight Status",State child care regulation supports onsite breastfeeding,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,NPAW,NPAW19_0,YESNO,OVERALL,OVR,,,,,No
2008,2008,TN,Tennessee,CDC Children's Food Environment State Indicator Report,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to avoiding sugar in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW22_0,YESNO,OVERALL,OVR,,,,,No
2010,2010,WY,Wyoming,CDC Breastfeeding Report Card,"Nutrition, Physical Activity, and Weight Status",State child care regulation supports onsite breastfeeding,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-108.10983035299967 43.23554134300048),,56,NPAW,NPAW19_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,MN,Minnesota,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving fruit in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-94.79420050299967 46.35564873600049),,27,NPAW,NPAW9_1,YESNO,OVERALL,OVR,,,,,No
2018,2018,RI,Rhode Island,CDC Children's Food Environment State Indicator Report,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to avoiding sugar in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,NPAW,NPAW22_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,ID,Idaho,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving vegetables in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-114.3637300419997 43.682630005000476),,16,NPAW,NPAW9_2,YESNO,OVERALL,OVR,,,,,No
2018,2018,DC,District of Columbia,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving fruit in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,NPAW,NPAW9_1,YESNO,OVERALL,OVR,,,,,No
2015,2015,GA,Georgia,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving vegetables in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),,13,NPAW,NPAW9_2,YESNO,OVERALL,OVR,,,,,No
2015,2015,ND,North Dakota,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving fruit in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-100.11842104899966 47.47531977900047),,38,NPAW,NPAW9_1,YESNO,OVERALL,OVR,,,,,No
2018,2018,NE,Nebraska,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving vegetables in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-99.36572062299967 41.6410409880005),,31,NPAW,NPAW9_2,YESNO,OVERALL,OVR,,,,,No
2018,2018,ME,Maine,CDC Children's Food Environment State Indicator Report,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to avoiding sugar in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),,23,NPAW,NPAW22_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,MT,Montana,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving fruit in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-109.42442064499971 47.06652897200047),,30,NPAW,NPAW9_1,YESNO,OVERALL,OVR,,,,,No
2013,2013,OK,Oklahoma,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving fruit in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,NPAW,NPAW9_1,YESNO,OVERALL,OVR,,,,,No
2013,2013,MS,Mississippi,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving vegetables in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-89.53803082499968 32.745510099000455),,28,NPAW,NPAW9_2,YESNO,OVERALL,OVR,,,,,Yes
2013,2013,MD,Maryland,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving vegetables in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,NPAW,NPAW9_2,YESNO,OVERALL,OVR,,,,,No
2010,2010,FL,Florida,CDC Breastfeeding Report Card,"Nutrition, Physical Activity, and Weight Status",State child care regulation supports onsite breastfeeding,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,NPAW,NPAW19_0,YESNO,OVERALL,OVR,,,,,No
2008,2008,MO,Missouri,CDC Children's Food Environment State Indicator Report,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to avoiding sugar in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.56630005299968 38.635790776000476),,29,NPAW,NPAW22_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,TN,Tennessee,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving vegetables in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW9_2,YESNO,OVERALL,OVR,,,,,No
2010,2010,NH,New Hampshire,CDC Breastfeeding Report Card,"Nutrition, Physical Activity, and Weight Status",State child care regulation supports onsite breastfeeding,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),,33,NPAW,NPAW19_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,OH,Ohio,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving fruit in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,NPAW,NPAW9_1,YESNO,OVERALL,OVR,,,,,No
2015,2015,OR,Oregon,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving vegetables in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,NPAW,NPAW9_2,YESNO,OVERALL,OVR,,,,,No
2018,2018,NH,New Hampshire,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving vegetables in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),,33,NPAW,NPAW9_2,YESNO,OVERALL,OVR,,,,,No
2013,2013,VA,Virginia,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving fruit in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-78.45789046299967 37.54268067400045),,51,NPAW,NPAW9_1,YESNO,OVERALL,OVR,,,,,No
2018,2018,AR,Arkansas,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving fruit in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,5,NPAW,NPAW9_1,YESNO,OVERALL,OVR,,,,,No
2008,2008,VT,Vermont,CDC Children's Food Environment State Indicator Report,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to avoiding sugar in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.51764079099962 43.62538123900049),,50,NPAW,NPAW22_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,WY,Wyoming,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving fruit in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-108.10983035299967 43.23554134300048),,56,NPAW,NPAW9_1,YESNO,OVERALL,OVR,,,,,No
2015,2015,MD,Maryland,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving fruit in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,NPAW,NPAW9_1,YESNO,OVERALL,OVR,,,,,No
2015,2015,VA,Virginia,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving fruit in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-78.45789046299967 37.54268067400045),,51,NPAW,NPAW9_1,YESNO,OVERALL,OVR,,,,,No
2018,2018,MO,Missouri,ASHW,"Nutrition, Physical Activity, and Weight Status",Presence of regulations pertaining to serving fruit in early care and education settings,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.56630005299968 38.635790776000476),,29,NPAW,NPAW9_1,YESNO,OVERALL,OVR,,,,,No
2010,2010,SD,South Dakota,CDC Breastfeeding Report Card,"Nutrition, Physical Activity, and Weight Status",State child care regulation supports onsite breastfeeding,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW19_0,YESNO,OVERALL,OVR,,,,,No
